Date,Time,Active Power [W],Apparent Power [VA],Power Factor,Active Energy[Wh],Reactive Energy[varh],Apparent Energy[vah]
1/9/2023,12:30:00,874679.4,896169.4,0.976,11490173416,6374531363,12192170036
1/9/2023,13:00:00,889585.7,913162.8,0.974,11490618697,6374631656,12192626481
1/9/2023,13:30:00,869175.8,894473.4,0.972,11491062150,6374734231,12193081660
1/9/2023,14:00:00,881526.2,906867.7,0.972,11491497753,6374837495,12193529346
1/9/2023,14:30:00,804289.4,830952,0.968,11491932126,6374946300,12193977166
1/9/2023,15:00:00,749682.5,775131,0.967,11492326685,6375051526,12194385525
1/9/2023,15:30:00,726847.3,752206.9,0.966,11492693239,6375149531,12194764959
1/9/2023,16:00:00,657110.2,685063.7,0.959,11493041993,6375245970,12195126836
1/9/2023,16:30:00,626458,656277.3,0.955,11493361882,6375343690,12195461329
1/9/2023,17:00:00,567019.2,592052,0.958,11493669787,6375436725,12195782995
1/9/2023,17:30:00,571832.5,593839,0.963,11493960674,6375519526,12196085457
1/9/2023,18:00:00,576496.6,592440.9,0.973,11494245609,6375596046,12196380525
1/9/2023,18:30:00,580526.3,593469.9,0.978,11494532037,6375653252,12196672633
1/9/2023,19:00:00,603063.1,622224.8,0.969,11494825945,6375719854,12196974040
1/9/2023,19:30:00,570209.4,593923.1,0.96,11495115676,6375801943,12197275210
1/9/2023,20:00:00,579724.1,615996,0.941,11495400352,6375893750,12197574345
1/9/2023,20:30:00,579089.8,630230.6,0.919,11495695036,6376009955,12197891188
1/9/2023,21:00:00,588548.5,648502.5,0.908,11495991632,6376142180,12198215940
1/9/2023,21:30:00,503364.1,581539.1,0.866,11496267535,6376286876,12198527671
1/9/2023,22:00:00,504912.6,590264.9,0.855,11496518286,6376437076,12198819994
1/9/2023,22:30:00,478551.3,567419.5,0.843,11496765402,6376589985,12199110608
1/9/2023,23:00:00,483252.7,562959,0.858,11497008933,6376745353,12199399509
1/9/2023,23:30:00,485622,574511,0.845,11497251056,6376895124,12199684225
2/9/2023,0:00:00,475510.3,571197.5,0.832,11497486903,6377050615,12199966745
2/9/2023,0:30:00,476573.7,580663.1,0.821,11497722185,6377212801,12200252523
2/9/2023,1:00:00,449335.6,547920,0.82,11497953950,6377369240,12200532158
2/9/2023,1:30:00,473570.1,576178.2,0.822,11498186430,6377531465,12200815655
2/9/2023,2:00:00,467450.8,570973.6,0.819,11498419370,6377694197,12201099817
2/9/2023,2:30:00,454279.5,557277.7,0.815,11498650757,6377858328,12201383515
2/9/2023,3:00:00,472245.5,577009.6,0.818,11498883999,6378017956,12201666166
2/9/2023,3:30:00,468365,583646.7,0.802,11499115751,6378189058,12201954247
2/9/2023,4:00:00,468850.1,579451.1,0.809,11499349873,6378358864,12202243477
2/9/2023,4:30:00,472245.5,572656.3,0.825,11499584695,6378522188,12202529546
2/9/2023,5:00:00,458066.7,562496.6,0.814,11499810628,6378685236,12202808186
2/9/2023,5:30:00,532747.7,616791.1,0.864,11500043720,6378845752,12203091421
2/9/2023,6:00:00,618156,676703.6,0.913,11500324691,6378992264,12203408449
2/9/2023,6:30:00,620749.2,665949.1,0.932,11500631601,6379119717,12203740835
2/9/2023,7:00:00,599257.2,639180.9,0.938,11500942730,6379235144,12204072703
2/9/2023,7:30:00,659349,700826.1,0.941,11501258137,6379352142,12204409139
2/9/2023,8:00:00,681848.4,715687.5,0.953,11501587106,6379465594,12204757174
2/9/2023,8:30:00,668490.5,698817.5,0.957,11501919940,6379571372,12205106434
2/9/2023,9:00:00,677874.6,707112.4,0.959,11502249326,6379671979,12205450859
2/9/2023,9:30:00,651979.8,679677.3,0.959,11502584239,6379771213,12205800172
2/9/2023,10:00:00,641774.8,672567.6,0.954,11502908056,6379871616,12206139217
2/9/2023,10:30:00,630618.4,664185.3,0.949,11503225031,6379976295,12206473046
2/9/2023,11:00:00,631401.9,673863.4,0.937,11503542380,6380085710,12206808775
2/9/2023,11:30:00,643099.4,676486,0.951,11503861380,6380193113,12207145395
2/9/2023,12:00:00,665580.2,705461.2,0.943,11504181758,6380301167,12207483521
2/9/2023,12:30:00,625301.3,661153.5,0.946,11504498582,6380414953,12207820176
2/9/2023,13:00:00,620637.3,658294.8,0.943,11504802813,6380526977,12208144410
2/9/2023,13:30:00,606924.9,652803.1,0.93,11505111192,6380642592,12208473773
2/9/2023,14:00:00,598996,640178.3,0.936,11505414880,6380759946,12208799360
2/9/2023,14:30:00,593138,637120.1,0.931,11505715730,6380879919,12209123267
2/9/2023,15:00:00,597167.7,641238.2,0.931,11506008464,6380998332,12209439062
2/9/2023,15:30:00,573548.9,630391.9,0.91,11506290668,6381119762,12209746370
2/9/2023,16:00:00,551851.7,593428.8,0.93,11506562516,6381234467,12210041472
2/9/2023,16:30:00,518009.3,561349.5,0.923,11506837244,6381348939,12210339108
2/9/2023,17:00:00,520695.8,568693.5,0.916,11507095563,6381455860,12210618696
2/9/2023,17:30:00,546385.4,578129.5,0.945,11507360986,6381559167,12210903564
2/9/2023,18:00:00,532300,559891.4,0.951,11507627613,6381648232,12211184693
2/9/2023,18:30:00,552299.4,568777,0.971,11507900460,6381721792,12211467345
2/9/2023,19:00:00,548344.3,568445.1,0.965,11508180577,6381792462,12211756252
2/9/2023,19:30:00,534035,568316.7,0.94,11508453989,6381878897,12212043085
2/9/2023,20:00:00,549799.5,600303.9,0.916,11508726072,6381984742,12212335109
2/9/2023,20:30:00,555732.2,612580.5,0.907,11509004670,6382113284,12212641949
2/9/2023,21:00:00,547616.7,627329.8,0.873,11509280830,6382256009,12212952869
2/9/2023,21:30:00,509968.4,595406.2,0.857,11509537830,6382409532,12213252270
2/9/2023,22:00:00,497506.1,581101.8,0.856,11509792259,6382566997,12213551497
2/9/2023,22:30:00,473159.7,568687.6,0.832,11510036836,6382722019,12213841085
2/9/2023,23:00:00,492898,598215.5,0.824,11510276816,6382884286,12214130791
2/9/2023,23:30:00,469409.7,569996.8,0.824,11510514439,6383045161,12214417761
3/9/2023,0:00:00,470361.2,574367.8,0.819,11510754278,6383210453,12214709053
3/9/2023,0:30:00,477767.7,592477,0.806,11510991057,6383381071,12215000911
3/9/2023,1:00:00,458066.7,568756.3,0.805,11511227098,6383553278,12215293103
3/9/2023,1:30:00,476312.6,592601.7,0.804,11511461818,6383726932,12215585087
3/9/2023,2:00:00,471387.3,593935.1,0.794,11511699713,6383904807,12215882136
3/9/2023,2:30:00,470249.3,581701.9,0.808,11511933450,6384080310,12216174437
3/9/2023,3:00:00,475435.7,596428.5,0.797,11512170137,6384251874,12216466783
3/9/2023,3:30:00,445641.7,565164.9,0.789,11512405036,6384427012,12216759799
3/9/2023,4:00:00,458066.7,571111.3,0.802,11512638231,6384602807,12217051851
3/9/2023,4:30:00,461275.6,570144.4,0.809,11512870851,6384773003,12217340108
3/9/2023,5:00:00,452059.4,562866.7,0.803,11513097441,6384940490,12217621911
3/9/2023,5:30:00,451108,510161.4,0.884,11513322139,6385073568,12217883525
3/9/2023,6:00:00,518867.5,581225.9,0.893,11513577300,6385204986,12218170582
3/9/2023,6:30:00,556571.7,598450.9,0.93,11513842648,6385321848,12218460633
3/9/2023,7:00:00,567765.5,602763.5,0.942,11514125330,6385429061,12218762987
3/9/2023,7:30:00,566179.7,592185.4,0.956,11514409310,6385523773,12219062380
3/9/2023,8:00:00,607633.9,627813,0.968,11514717056,6385605061,12219380721
3/9/2023,8:30:00,565993.1,586185.9,0.966,11515017268,6385681809,12219690600
3/9/2023,9:00:00,599667.7,621692.4,0.965,11515314137,6385759291,12219997428
3/9/2023,9:30:00,599499.7,626874.6,0.956,11515618721,6385846116,12220314160
3/9/2023,10:00:00,669330.1,707157.3,0.947,11515938050,6385949741,12220649934
3/9/2023,10:30:00,630711.6,667729.6,0.945,11516255890,6386058834,12220985989
3/9/2023,11:00:00,601402.7,638415.9,0.942,11516570092,6386169787,12221319215
3/9/2023,11:30:00,605992.1,638870,0.949,11516879815,6386274857,12221646284
3/9/2023,12:00:00,633584.7,668781.4,0.947,11517190462,6386378023,12221973630
3/9/2023,12:30:00,630040,665130.7,0.947,11517501798,6386482458,12222302026
3/9/2023,13:00:00,620749.2,663305.5,0.936,11517815659,6386596641,12222636042
3/9/2023,13:30:00,575601.1,622593.3,0.925,11518117472,6386710851,12222958813
3/9/2023,14:00:00,581048.7,622527.5,0.933,11518404533,6386822619,12223266889
3/9/2023,14:30:00,581048.7,620028.8,0.937,11518689910,6386931815,12223572460
3/9/2023,15:00:00,585619.5,629930.8,0.93,11518976270,6387042893,12223879622
3/9/2023,15:30:00,573698.2,613970.9,0.934,11519266998,6387155554,12224191426
3/9/2023,16:00:00,593902.9,662980.4,0.896,11519568394,6387291627,12224522314
3/9/2023,16:30:00,583679.3,644659.6,0.905,11519864881,6387432434,12224850556
3/9/2023,17:00:00,567616.2,617568,0.919,11520152441,6387561565,12225165792
3/9/2023,17:30:00,589126.9,625682.7,0.942,11520437017,6387674882,12225472163
3/9/2023,18:00:00,589835.8,625602.2,0.943,11520723807,6387777353,12225776741
3/9/2023,18:30:00,550191.3,569209.8,0.967,11521002854,6387862301,12226068498
3/9/2023,19:00:00,557709.8,586238.3,0.951,11521278348,6387941420,12226355145
3/9/2023,19:30:00,579836.1,622127.2,0.932,11521559037,6388040623,12226652896
3/9/2023,20:00:00,466779.2,532805.8,0.876,11521833187,6388156430,12226950728
3/9/2023,20:30:00,463570.3,534693.2,0.867,11522063318,6388285934,12227214833
3/9/2023,21:00:00,459410,544518.3,0.844,11522294479,6388431652,12227488161
3/9/2023,21:30:00,450175.2,542920.8,0.829,11522519550,6388578367,12227756864
3/9/2023,22:00:00,477394.6,572916.6,0.833,11522745085,6388735925,12228031998
3/9/2023,22:30:00,473346.2,590572.6,0.802,11522978411,6388901160,12228317937
3/9/2023,23:00:00,471107.5,583167.2,0.808,11523213442,6389074645,12228610073
3/9/2023,23:30:00,459372.7,576425.1,0.797,11523443552,6389246253,12228897138
4/9/2023,0:00:00,458607.8,584770.9,0.784,11523674009,6389422188,12229187098
4/9/2023,0:30:00,453925.1,581750.1,0.78,11523903274,6389607230,12229481734
4/9/2023,1:00:00,459745.8,598648,0.768,11524131953,6389790166,12229774591
4/9/2023,1:30:00,460697.3,590730.6,0.78,11524363467,6389976933,12230072060
4/9/2023,2:00:00,465249.4,607151.7,0.766,11524594554,6390167801,12230371791
4/9/2023,2:30:00,462133.8,589443.7,0.784,11524827657,6390357368,12230672259
4/9/2023,3:00:00,463831.5,592152.7,0.783,11525059231,6390537413,12230965621
4/9/2023,3:30:00,480883.3,615120.5,0.782,11525291585,6390725180,12231264371
4/9/2023,4:00:00,463794.2,598187.4,0.775,11525526439,6390914942,12231566318
4/9/2023,4:30:00,443496.2,569208.9,0.779,11525752561,6391095752,12231855854
4/9/2023,5:00:00,456182.5,570172,0.8,11525980153,6391272976,12232144352
4/9/2023,5:30:00,500397.8,587260.2,0.852,11526220008,6391436635,12232434796
4/9/2023,6:00:00,572597.4,635864.6,0.901,11526498262,6391586246,12232751059
4/9/2023,6:30:00,631252.7,684924.9,0.922,11526792055,6391717849,12233073021
4/9/2023,7:00:00,658080.4,705738.2,0.932,11527111394,6391850509,12233418837
4/9/2023,7:30:00,660822.8,699231.2,0.945,11527442997,6391964582,12233769600
4/9/2023,8:00:00,682296.2,707514.8,0.964,11527787324,6392070442,12234129884
4/9/2023,8:30:00,783618.2,806714.8,0.971,11528147588,6392163863,12234502088
4/9/2023,9:00:00,875332.3,897252.5,0.976,11528570044,6392261532,12234935701
4/9/2023,9:30:00,942494.8,961934,0.98,11529022972,6392358542,12235398912
4/9/2023,10:00:00,926170.6,944674.8,0.98,11529487094,6392451242,12235872208
4/9/2023,10:30:00,887664.1,904227.3,0.982,11529937326,6392544199,12236331952
4/9/2023,11:00:00,935909.2,952025.8,0.983,11530401996,6392630420,12236804565
4/9/2023,11:30:00,977699.2,999226.4,0.978,11530887039,6392729084,12237299563
4/9/2023,12:00:00,967811.3,995790.8,0.972,11531369840,6392841945,12237795397
4/9/2023,12:30:00,962718.2,988136,0.974,11531852257,6392956396,12238291211
4/9/2023,13:00:00,954882.6,984857.2,0.97,11532333455,6393073775,12238786526
4/9/2023,13:30:00,914939.5,947370,0.966,11532810338,6393195222,12239278640
4/9/2023,14:00:00,883951.5,918116.4,0.963,11533255095,6393318940,12239740292
4/9/2023,14:30:00,860407.3,886300.2,0.971,11533687312,6393432675,12240187261
4/9/2023,15:00:00,805520.7,826403.1,0.975,11534097095,6393534851,12240609632
4/9/2023,15:30:00,780166.8,800885.2,0.974,11534492075,6393623320,12241014412
4/9/2023,16:00:00,799830.5,820450.3,0.975,11534889970,6393713525,12241422413
4/9/2023,16:30:00,675729.2,694264.7,0.973,11535270929,6393803001,12241813758
4/9/2023,17:00:00,701213.6,722280.2,0.971,11535613178,6393882921,12242165225
4/9/2023,17:30:00,685971.4,700359.5,0.979,11535953868,6393961524,12242514886
4/9/2023,18:00:00,666177.2,677092.8,0.984,11536288359,6394029463,12242856233
4/9/2023,18:30:00,627278.9,634221.5,0.989,11536613321,6394076973,12243184682
4/9/2023,19:00:00,646998.5,656488.6,0.986,11536939489,6394133445,12243515716
4/9/2023,19:30:00,643677.7,663544.4,0.97,11537259906,6394204050,12243843896
4/9/2023,20:00:00,633734,668510.9,0.948,11537588131,6394295237,12244184676
4/9/2023,20:30:00,628081.1,671696.6,0.935,11537903267,6394403212,12244517845
4/9/2023,21:00:00,636327.2,691162,0.921,11538232366,6394536609,12244872972
4/9/2023,21:30:00,635823.5,696728.7,0.913,11538548323,6394676250,12245218419
4/9/2023,22:00:00,615693.4,676066.1,0.911,11538864332,6394822894,12245566815
4/9/2023,22:30:00,507878.9,595155.9,0.853,11539139289,6394971824,12245879849
4/9/2023,23:00:00,496871.7,597970.2,0.831,11539389306,6395134319,12246178086
4/9/2023,23:30:00,487636.9,582568.4,0.837,11539635280,6395290698,12246469579
5/9/2023,0:00:00,488793.6,590835,0.827,11539879875,6395452587,12246762918
5/9/2023,0:30:00,483831,589293.4,0.821,11540121108,6395618636,12247055785
5/9/2023,1:00:00,476648.4,579179.4,0.823,11540363714,6395784632,12247349753
5/9/2023,1:30:00,479465.5,582949.9,0.822,11540605551,6395956250,12247646305
5/9/2023,2:00:00,491983.8,605701.6,0.812,11540847695,6396127014,12247942618
5/9/2023,2:30:00,485603.4,596051.6,0.815,11541089783,6396299731,12248240010
5/9/2023,3:00:00,476890.9,587723.6,0.811,11541332759,6396469417,12248536388
5/9/2023,3:30:00,478570,593292.3,0.807,11541574154,6396646299,12248835662
5/9/2023,4:00:00,488457.8,603043.5,0.81,11541817149,6396823436,12249136381
5/9/2023,4:30:00,495659.1,599192.3,0.827,11542064812,6396992231,12249436132
5/9/2023,5:00:00,635636.9,712234.3,0.892,11542344665,6397160854,12249763443
5/9/2023,5:30:00,674348.6,738109.6,0.914,11542680776,6397318045,12250134540
5/9/2023,6:00:00,748246,800962.9,0.934,11543038501,6397472611,12250524316
5/9/2023,6:30:00,820762.8,854896.1,0.96,11543423228,6397600822,12250929971
5/9/2023,7:00:00,835389.3,865156.9,0.966,11543835883,6397717295,12251358793
5/9/2023,7:30:00,835016.2,856118,0.975,11544253230,6397816600,12251787814
5/9/2023,8:00:00,839027.3,856037.8,0.98,11544671872,6397907014,12252216115
5/9/2023,8:30:00,854642.6,868443.9,0.984,11545097415,6397985538,12252648864
5/9/2023,9:00:00,899492.2,915147.3,0.983,11545542716,6398066923,12253101554
5/9/2023,9:30:00,966803.9,986272.5,0.98,11546004689,6398151265,12253571217
5/9/2023,10:00:00,987288.5,1008644,0.979,11546487410,6398245313,12254063028
5/9/2023,10:30:00,965721.8,991514.4,0.974,11546982107,6398355842,12254569938
5/9/2023,11:00:00,958147.4,980982.3,0.977,11547465281,6398463119,12255064891
5/9/2023,11:30:00,963165.9,983045.8,0.98,11547944730,6398567690,12255555671
5/9/2023,12:00:00,916394.7,936342.3,0.979,11548418129,6398660125,12256038022
5/9/2023,12:30:00,945610.4,965978.9,0.979,11548883189,6398755809,12256512831
5/9/2023,13:00:00,923278.9,942311.2,0.98,11549355774,6398849791,12256994684
5/9/2023,13:30:00,962251.8,982393.5,0.979,11549828734,6398947303,12257477601
5/9/2023,14:00:00,883727.7,900638.1,0.981,11550293354,6399042118,12257951802
5/9/2023,14:30:00,872496.6,891434,0.979,11550733101,6399133765,12258401007
5/9/2023,15:00:00,863560.2,879921.4,0.981,11551166006,6399222429,12258842913
5/9/2023,15:30:00,845239.8,858655.8,0.984,11551595207,6399303196,12259279658
5/9/2023,16:00:00,818580,827439.7,0.989,11552007800,6399368114,12259697357
5/9/2023,16:30:00,705933.6,713219,0.99,11552392348,6399420801,12260085508
5/9/2023,17:00:00,644274.7,652057.8,0.988,11552732035,6399473946,12260429340
5/9/2023,17:30:00,677370.9,703644,0.963,11553061828,6399543929,12260766775
5/9/2023,18:00:00,679273.9,707365.8,0.96,11553404862,6399647382,12261125113
5/9/2023,18:30:00,690001.2,715276.8,0.965,11553743880,6399740993,12261476840
5/9/2023,19:00:00,706213.5,742831.4,0.951,11554090295,6399846515,12261839052
5/9/2023,19:30:00,682072.3,723455.8,0.943,11554433707,6399966224,12262202746
5/9/2023,20:00:00,639051,677739.5,0.943,11554765019,6400078764,12262552686
5/9/2023,20:30:00,505546.9,543865.2,0.93,11555058680,6400186633,12262865636
5/9/2023,21:00:00,524333.7,570259.9,0.919,11555314459,6400292700,12263142561
5/9/2023,21:30:00,509017,552118.4,0.922,11555571008,6400401807,12263421405
5/9/2023,22:00:00,527822.5,583390.7,0.905,11555832986,6400518535,12263708240
5/9/2023,22:30:00,503476.1,567319.7,0.887,11556088792,6400645924,12263994041
5/9/2023,23:00:00,516759.3,587386.9,0.88,11556345163,6400783071,12264284803
5/9/2023,23:30:00,495584.5,566777.9,0.874,11556598419,6400922070,12264573707
6/9/2023,0:00:00,509203.5,591260.1,0.861,11556846875,6401063765,12264859743
6/9/2023,0:30:00,499278.4,586249.4,0.852,11557095985,6401215981,12265151685
6/9/2023,1:00:00,493793.5,574007.8,0.86,11557342100,6401367190,12265440556
6/9/2023,1:30:00,485472.8,563250.9,0.862,11557586030,6401513143,12265724827
6/9/2023,2:00:00,494427.8,577704.3,0.856,11557832022,6401662558,12266012651
6/9/2023,2:30:00,501479.8,585233.9,0.857,11558078617,6401810854,12266300412
6/9/2023,3:00:00,491983.8,573057.7,0.859,11558324651,6401953762,12266584956
6/9/2023,3:30:00,501162.7,583129.4,0.859,11558571775,6402101133,12266872696
6/9/2023,4:00:00,492039.8,562395.2,0.875,11558819229,6402246262,12267159579
6/9/2023,4:30:00,482282.6,542815,0.888,11559061215,6402376723,12267434510
6/9/2023,5:00:00,504408.9,556271.1,0.907,11559301956,6402497772,12267703981
6/9/2023,5:30:00,642092,672946.2,0.954,11559585439,6402599143,12268005311
6/9/2023,6:00:00,718134.8,736152.2,0.976,11559937171,6402688055,12268368155
6/9/2023,6:30:00,771435.7,786760.8,0.981,11560314942,6402763634,12268753436
6/9/2023,7:00:00,851713.5,864644.6,0.985,11560727907,6402844862,12269174328
6/9/2023,7:30:00,891787.1,909645.1,0.98,11561163830,6402925913,12269617738
6/9/2023,8:00:00,887272.3,899280.7,0.987,11561606017,6403007520,12270067414
6/9/2023,8:30:00,871004.1,879850.9,0.99,11562041687,6403076560,12270508530
6/9/2023,9:00:00,933036.1,945634.2,0.987,11562487205,6403146667,12270959546
6/9/2023,9:30:00,902309.3,912551.1,0.989,11562952315,6403217410,12271430027
6/9/2023,10:00:00,983146.8,998105.8,0.985,11563426657,6403293407,12271910438
6/9/2023,10:30:00,1003388.8,1030641.4,0.974,11563922247,6403387997,12272415071
6/9/2023,11:00:00,965964.4,993202.1,0.973,11564418733,6403507067,12272925646
6/9/2023,11:30:00,981654.3,1013716.4,0.968,11564912326,6403628047,12273433858
6/9/2023,12:00:00,949528.2,989449.5,0.96,11565392517,6403759976,12273931865
6/9/2023,12:30:00,964882.3,1022679.6,0.943,11565884462,6403909318,12274446070
6/9/2023,13:00:00,969565,1018196.6,0.952,11566368883,6404069950,12274956446
6/9/2023,13:30:00,955591.5,1002141.8,0.954,11566849585,6404220507,12275460184
6/9/2023,14:00:00,835519.9,864948.4,0.966,11567300172,6404355224,12275930559
6/9/2023,14:30:00,849624,874650.2,0.971,11567721839,6404461526,12276365436
6/9/2023,15:00:00,805912.4,828536.6,0.973,11568136210,6404562305,12276791891
6/9/2023,15:30:00,803748.3,823375.9,0.976,11568536070,6404656076,12277202617
6/9/2023,16:00:00,790409.1,808313.7,0.978,11568933877,6404744973,12277610244
6/9/2023,16:30:00,690430.3,713519.5,0.968,11569299801,6404835539,12277987264
6/9/2023,17:00:00,692482.5,715910.7,0.967,11569645959,6404926612,12278345208
6/9/2023,17:30:00,693527.2,716185.3,0.968,11569994084,6405017979,12278705135
6/9/2023,18:00:00,676382.1,694327.2,0.974,11570329615,6405099206,12279050371
6/9/2023,18:30:00,712482,736991.1,0.967,11570672961,6405179494,12279403097
6/9/2023,19:00:00,692072,719317.1,0.962,11571019977,6405277391,12279763689
6/9/2023,19:30:00,674012.8,707980.3,0.952,11571363580,6405380127,12280122340
6/9/2023,20:00:00,649722.4,691838.1,0.939,11571695358,6405490660,12280472076
6/9/2023,20:30:00,567896.1,606928.6,0.936,11572002075,6405602396,12280798554
6/9/2023,21:00:00,556982.2,613808.7,0.907,11572284848,6405721318,12281105408
6/9/2023,21:30:00,569649.8,618348.1,0.921,11572557318,6405842129,12281403492
6/9/2023,22:00:00,537971.4,585513.9,0.919,11572826142,6405959054,12281696652
6/9/2023,22:30:00,511367.6,571609.7,0.895,11573088921,6406083046,12281987266
6/9/2023,23:00:00,517188.4,583746.4,0.886,11573346892,6406217057,12282277994
6/9/2023,23:30:00,493681.5,556033.5,0.888,11573595987,6406346866,12282558896
7/9/2023,0:00:00,490472.6,566171.7,0.866,11573843389,6406481433,12282840572
7/9/2023,0:30:00,489539.8,558406.7,0.877,11574088315,6406619920,12283121951
7/9/2023,1:00:00,487711.5,566992,0.86,11574334339,6406759922,12283405035
7/9/2023,1:30:00,500117.9,576801.4,0.867,11574582474,6406904956,12283692457
7/9/2023,2:00:00,493942.7,583274,0.847,11574830917,6407051884,12283981113
7/9/2023,2:30:00,490323.4,569012.5,0.862,11575075981,6407198547,12284266726
7/9/2023,3:00:00,491293.5,575108.7,0.854,11575321891,6407343117,12284552000
7/9/2023,3:30:00,486592.1,564717.2,0.862,11575566890,6407490656,12284838003
7/9/2023,4:00:00,496312.1,578118.8,0.858,11575811970,6407637543,12285123743
7/9/2023,4:30:00,518699.5,578038.8,0.897,11576063364,6407773601,12285409673
7/9/2023,5:00:00,605880.2,642043.4,0.944,11576282702,6407867673,12285648631
7/9/2023,5:30:00,747126.6,797975.4,0.936,11576615575,6407979348,12285999892
7/9/2023,6:00:00,778711.6,834318.5,0.933,11576998954,6408128808,12286411439
7/9/2023,6:30:00,834251.3,899347.7,0.928,11577394027,6408286950,12286837000
7/9/2023,7:00:00,836434.1,913449.3,0.916,11577808317,6408461653,12287286654
7/9/2023,7:30:00,879641.9,959759,0.917,11578236854,6408644009,12287752402
7/9/2023,8:00:00,908820.3,978248.2,0.929,11578687163,6408828260,12288238978
7/9/2023,8:30:00,943483.6,1007408.6,0.937,11579144758,6409005853,12288729839
7/9/2023,9:00:00,893764.7,945362.9,0.945,11579603373,6409172241,12289217736
7/9/2023,9:30:00,928931.7,949116.6,0.979,11580069067,6409294920,12289699707
7/9/2023,10:00:00,958501.9,970192.1,0.988,11580545888,6409379883,12290184085
7/9/2023,10:30:00,951636.4,963227.1,0.988,11581018566,6409456434,12290662941
7/9/2023,11:00:00,919939.4,930032.3,0.989,11581490478,6409526065,12291139968
7/9/2023,11:30:00,919566.3,932863.6,0.986,11581959147,6409602517,12291614854
7/9/2023,12:00:00,943595.5,958255.9,0.985,11582429401,6409687982,12292092821
7/9/2023,12:30:00,947905.1,964346.7,0.983,11582901033,6409772960,12292572054
7/9/2023,13:00:00,969453.1,999675.2,0.97,11583380556,6409873908,12293062301
7/9/2023,13:30:00,923484.1,951603.6,0.97,11583855929,6409994336,12293552697
7/9/2023,14:00:00,874660.7,899825.8,0.972,11584307632,6410103917,12294017517
7/9/2023,14:30:00,856414.9,879583.1,0.974,11584736572,6410206576,12294458587
7/9/2023,15:00:00,828076.1,851260,0.973,11585159831,6410308505,12294893956
7/9/2023,15:30:00,796864.2,818036.2,0.974,11585564140,6410402375,12295309033
7/9/2023,16:00:00,724869.7,747067.8,0.97,11585945956,6410495732,12295702105
7/9/2023,16:30:00,699142.8,722284.5,0.968,11586299980,6410584521,12296067112
7/9/2023,17:00:00,655990.9,682267.3,0.961,11586643761,6410678253,12296423494
7/9/2023,17:30:00,669927.1,689122.1,0.972,11586970083,6410763428,12296760801
7/9/2023,18:00:00,654703.6,672971.9,0.973,11587303530,6410839875,12297102911
7/9/2023,18:30:00,689124.4,707643,0.974,11587645825,6410909980,12297452336
7/9/2023,19:00:00,714515.5,743286.6,0.961,11587998301,6411002218,12297816760
7/9/2023,19:30:00,689646.7,718405.7,0.96,11588347380,6411104557,12298180549
7/9/2023,20:00:00,641345.7,679026,0.945,11588678626,6411206426,12298527178
7/9/2023,20:30:00,560452.2,621330.6,0.902,11588984607,6411325023,12298855552
7/9/2023,21:00:00,545322,614359.5,0.888,11589252929,6411459296,12299155613
7/9/2023,21:30:00,549370.4,623271.2,0.881,11589528178,6411603802,12299466510
7/9/2023,22:00:00,545396.6,623560.6,0.875,11589808124,6411754512,12299784460
7/9/2023,22:30:00,534370.8,623074.4,0.858,11590081972,6411914134,12300101447
7/9/2023,23:00:00,518009.3,575022,0.901,11590350654,6412060189,12300407622
7/9/2023,23:30:00,498308.3,546460.2,0.912,11590607184,6412175398,12300688854
8/9/2023,0:00:00,483998.9,532442.4,0.909,11590857210,6412290073,12300963971
8/9/2023,0:30:00,492039.8,546812.4,0.9,11591104494,6412410556,12301239057
8/9/2023,1:00:00,497450.1,550735.1,0.903,11591345796,6412526786,12301506903
8/9/2023,1:30:00,483457.9,542591.9,0.891,11591586190,6412645923,12301775204
8/9/2023,2:00:00,487674.2,541461.4,0.901,11591826595,6412766145,12302043994
8/9/2023,2:30:00,467357.6,523740.9,0.892,11592066728,6412883846,12302311429
8/9/2023,3:00:00,616850.1,659595.8,0.935,11592324204,6412997326,12302593033
8/9/2023,3:30:00,638491.3,683981.3,0.933,11592638447,6413116957,12302929286
8/9/2023,4:00:00,648155.2,693721.6,0.934,11592954571,6413237427,12303267592
8/9/2023,4:30:00,674404.6,709020.5,0.951,11593289854,6413348558,12303620866
8/9/2023,5:00:00,665897.3,693790.9,0.96,11593623358,6413451019,12303969780
8/9/2023,5:30:00,690952.7,708367.5,0.975,11593964026,6413533974,12304320477
8/9/2023,6:00:00,758488.3,769691.9,0.985,11594326646,6413602135,12304689505
8/9/2023,6:30:00,812796.6,818306.2,0.993,11594703895,6413652807,12305070166
8/9/2023,7:00:00,908353.9,927456.5,0.979,11595141808,6413710326,12305511968
8/9/2023,7:30:00,946188.8,964181.5,0.981,11595608851,6413801739,12305987881
8/9/2023,8:00:00,954994.5,966913.1,0.988,11596091569,6413885630,12306477872
8/9/2023,8:30:00,935256.2,943935.9,0.991,11596558252,6413952426,12306949319
8/9/2023,9:00:00,920946.9,935914.3,0.984,11597019196,6414028890,12307416617
8/9/2023,9:30:00,915891,928939.6,0.986,11597469188,6414108317,12307873575
8/9/2023,10:00:00,901301.8,922753.8,0.977,11597925842,6414198041,12308339054
8/9/2023,10:30:00,883298.6,903866,0.977,11598373274,6414298829,12308797705
8/9/2023,11:00:00,877160.7,898976.2,0.976,11598808811,6414396401,12309244046
